"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
0,1,0,3,1,3,1,0,70,67,46,48,46,46,53,23,28,36,31,27,0,0,0,0
0,1,0,3,2,3,1,1,NA,NA,NA,85,45,46,42,38,29,35,44,28,0,1,0,0
1,0,0,5,5,1,1,0,48,54,46,NA,NA,NA,27,54,30,38,43,29,0,0,1,0
1,0,0,1,2,0,1,0,54,80,46,NA,NA,NA,29,51,29,30,30,30,0,0,0,1
1,0,0,2,3,0,1,0,NA,NA,NA,NA,NA,NA,33,33,28,23,42,30,1,0,1,0
1,0,0,3,4,2,2,1,60,79,46,63,65,46,40,45,30,60,27,29,0,0,0,0
0,1,0,0,0,1,0,1,50,59,46,53,61,46,41,40,29,35,50,29,0,0,0,0
1,0,0,0,2,1,2,1,72,58,46,NA,NA,NA,36,37,29,49,38,27,0,0,0,1
1,0,0,3,3,1,0,1,NA,NA,NA,63,59,46,38,43,27,55,29,29,0,1,0,0
0,1,0,0,0,1,0,1,49,49,46,59,73,46,32,31,29,37,45,30,0,0,0,0
0,0,1,0,0,0,0,0,32,56,38,66,39,38,14,35,22,20,31,22,0,0,0,0
0,1,0,1,0,2,0,1,39,46,38,41,51,38,25,25,22,28,34,22,0,0,0,0
1,0,0,1,2,0,1,0,104,38,38,NA,NA,NA,70,22,22,20,34,22,0,0,0,1
1,0,0,1,3,0,2,0,69,52,38,NA,NA,NA,36,26,22,17,33,22,0,0,0,1
0,0,1,0,0,0,0,0,60,47,42,57,57,42,32,43,24,24,26,23,0,0,0,0
0,0,1,1,1,1,0,1,39,56,42,46,49,42,24,27,24,19,29,24,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,27,31,23,18,26,24,1,0,0,1
0,0,1,0,0,0,0,0,53,53,42,46,57,42,22,34,24,30,37,24,0,0,0,0
1,0,0,5,8,0,3,0,94,23,34,51,75,34,45,9,20,14,22,20,0,0,0,0
1,0,0,1,1,0,0,0,40,57,34,63,43,34,38,41,20,31,22,20,0,0,0,0
1,0,0,1,2,1,1,1,72,70,34,49,62,34,31,33,20,20,35,20,0,0,0,0
0,1,0,6,4,5,0,3,60,41,34,63,50,34,30,22,20,41,19,20,0,0,0,0
1,0,0,1,1,0,0,0,59,43,34,NA,NA,NA,27,17,20,19,23,20,0,0,0,1
1,0,0,1,3,2,3,1,42,66,34,47,47,34,32,41,20,28,24,20,0,0,0,0
0,1,0,2,1,3,0,2,34,33,34,29,35,34,33,14,20,15,25,20,0,0,0,0
1,0,0,0,1,0,1,0,55,39,34,36,39,34,29,19,20,15,25,20,0,0,0,0
0,1,0,0,0,2,0,2,NA,NA,NA,39,51,38,24,32,24,24,40,24,0,1,0,0
0,0,1,0,0,0,0,0,46,26,38,30,44,38,20,21,24,28,29,24,0,0,0,0
0,1,0,1,0,2,0,1,40,43,38,42,58,38,20,23,24,24,27,24,0,0,0,0
0,0,1,2,2,2,2,0,84,23,38,NA,NA,NA,41,20,24,33,35,24,0,0,0,1
1,0,0,2,2,1,1,0,46,53,38,47,45,38,24,36,24,24,31,24,0,0,0,0
0,1,0,0,0,2,0,2,NA,NA,NA,47,37,38,25,18,23,31,28,23,1,0,0,0
1,0,0,2,3,1,2,0,NA,NA,NA,77,39,38,34,36,22,41,27,22,0,1,0,0
0,1,0,2,1,3,0,2,43,72,38,65,44,38,28,30,22,32,22,22,0,0,0,0
1,0,0,4,3,2,0,1,45,64,34,43,54,34,27,34,22,17,44,22,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,57,53,34,29,38,22,27,34,22,0,1,0,0
1,0,0,1,2,0,1,0,45,59,34,76,40,34,30,49,22,38,21,22,0,0,0,0
1,0,0,0,2,0,2,0,65,49,34,NA,NA,NA,40,32,22,31,31,22,0,0,0,1
1,0,0,3,2,1,0,0,36,53,30,29,55,30,26,56,25,16,36,25,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,28,46,30,31,44,25,30,42,25,0,1,0,0
1,0,0,0,1,0,1,0,28,35,30,42,44,30,24,41,25,47,32,25,0,0,0,0
0,0,1,1,1,1,0,1,51,38,30,59,17,30,33,41,25,43,35,25,0,0,0,0
0,0,1,2,1,1,0,0,19,33,30,54,20,30,19,20,20,39,16,20,0,0,0,0
1,0,0,1,1,0,0,0,23,37,30,28,59,30,16,35,20,26,30,20,0,0,0,0
1,0,0,3,5,0,2,0,100,33,38,35,43,38,62,13,22,17,38,22,0,0,0,0
1,0,0,2,2,0,0,0,49,54,38,77,26,38,21,24,22,47,20,22,0,0,0,0
1,0,0,1,1,0,0,0,51,53,38,35,54,38,40,20,22,18,30,22,0,0,0,0
1,0,0,2,2,0,0,0,46,80,38,60,44,38,22,40,22,37,20,22,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,31,43,24,35,23,24,0,1,1,0
0,0,1,0,0,0,0,0,52,50,42,63,51,42,36,19,24,35,18,24,0,0,0,0
1,0,0,0,1,0,1,0,51,50,42,NA,NA,NA,43,24,24,24,27,24,0,0,0,1
1,0,0,2,2,0,0,0,NA,NA,NA,41,48,42,25,23,24,25,31,24,0,1,0,0
0,1,0,2,1,2,1,0,46,49,42,42,41,42,33,32,24,35,32,24,0,0,0,0
0,0,1,0,0,0,0,0,52,59,42,49,53,42,27,43,24,41,33,24,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,46,40,42,39,18,24,30,36,24,1,0,0,0
0,1,0,3,1,2,0,0,46,59,34,NA,NA,NA,23,30,20,21,34,20,0,0,0,1
0,1,0,1,0,2,0,1,40,48,34,43,61,34,26,38,20,21,30,20,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,38,41,34,25,15,20,25,33,20,0,1,0,0
1,0,0,2,3,1,1,1,NA,NA,NA,48,47,34,22,30,20,24,30,20,1,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,46,51,34,22,14,20,26,34,20,0,1,0,0
1,0,0,0,1,0,1,0,49,43,38,56,34,38,29,30,24,27,18,24,0,0,0,0
0,0,1,2,1,1,0,0,48,53,38,56,44,38,28,33,24,48,18,24,0,0,0,0
0,1,0,0,0,2,0,2,NA,NA,NA,34,42,38,19,34,24,28,36,24,0,1,0,0
0,1,0,2,1,4,1,2,43,51,38,62,39,38,19,29,22,33,29,22,0,0,0,0
0,0,1,1,2,2,1,2,NA,NA,NA,80,23,38,21,43,22,47,10,22,0,1,0,0
1,0,0,1,2,1,2,0,34,54,38,48,62,38,16,26,22,28,24,22,0,0,0,0
1,0,0,3,5,2,3,1,41,50,38,62,68,38,30,26,22,24,37,22,0,0,0,0
0,0,1,1,1,1,1,0,57,49,38,NA,NA,NA,32,29,22,21,26,22,0,0,0,1
0,0,1,0,0,0,0,0,72,25,38,58,46,38,36,17,22,20,47,22,0,0,0,0
0,0,1,0,1,1,1,1,58,48,38,34,53,38,25,23,22,29,42,22,0,0,0,0
0,1,0,0,0,1,0,1,46,57,38,54,54,38,26,30,22,37,26,22,0,0,0,0
1,0,0,3,4,2,2,1,69,28,34,72,37,34,47,20,22,37,30,22,0,0,0,0
1,0,0,0,2,1,2,1,40,50,34,72,51,34,32,35,22,34,24,22,0,0,0,0
1,0,0,5,6,1,2,0,46,65,34,NA,NA,NA,34,43,22,13,48,22,0,0,0,1
0,1,0,0,0,1,0,1,47,49,34,45,69,34,42,27,22,24,41,22,0,0,0,0
0,0,1,2,1,1,0,0,61,31,30,34,51,30,44,26,25,27,33,25,0,0,0,0
0,0,1,0,0,0,0,0,36,41,30,39,37,30,38,29,25,45,26,25,0,0,0,0
0,0,1,1,1,1,0,1,54,28,30,48,31,30,60,24,25,35,28,25,0,0,0,0
0,0,1,0,0,0,0,0,25,35,30,NA,NA,NA,12,27,20,16,35,20,0,0,0,1
1,0,0,1,3,0,2,0,58,18,30,41,41,30,45,9,20,16,32,20,0,0,0,0
0,1,0,4,3,4,2,1,NA,NA,NA,40,44,30,15,38,20,24,27,20,0,1,0,0
0,0,1,0,1,1,1,1,21,35,30,NA,NA,NA,27,26,20,17,21,20,0,0,0,1
1,0,0,1,2,0,1,0,39,37,30,28,42,30,32,13,20,14,32,20,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,30,50,38,25,31,22,20,42,22,0,1,0,0
0,1,0,0,0,1,0,1,44,49,34,64,38,34,22,39,20,22,24,20,0,0,0,0
1,0,0,3,3,1,1,0,38,32,38,49,54,38,26,14,23,28,32,23,0,0,0,0
1,0,0,1,1,0,0,0,43,33,30,42,26,30,24,29,20,23,30,20,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,70,62,46,37,43,30,40,40,30,1,0,0,0
0,1,0,0,0,1,0,1,70,56,46,61,48,46,35,45,30,27,42,30,0,0,0,0
0,0,1,4,3,3,1,1,NA,NA,NA,84,52,46,29,38,30,58,28,30,0,1,0,0
1,0,0,1,2,0,1,0,70,67,46,72,58,46,54,26,29,38,38,30,0,0,0,0
0,1,0,0,0,1,0,1,53,61,46,63,65,46,36,50,30,62,31,30,0,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,54,80,46,36,33,29,31,51,30,1,0,0,0
0,1,0,1,1,2,1,1,64,77,46,48,46,46,31,35,29,39,32,28,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,41,44,28,44,41,30,0,1,0,1
0,0,1,1,1,1,1,0,58,74,46,62,50,46,32,41,30,48,20,30,0,0,0,0
0,1,0,0,0,2,0,2,85,45,46,57,54,46,38,46,29,37,33,28,0,0,0,0
0,1,0,1,0,3,0,2,61,48,46,41,61,46,28,42,31,31,41,31,0,0,0,0
1,0,0,2,2,1,1,0,35,54,38,41,51,38,18,31,23,30,34,23,0,0,0,0
0,1,0,2,2,3,1,2,49,62,34,80,38,34,21,37,21,25,29,21,0,0,0,0
0,0,1,2,1,1,0,0,36,39,34,34,33,34,15,26,21,34,17,21,0,0,0,0
0,1,0,1,0,1,0,0,42,54,34,NA,NA,NA,21,31,21,26,16,21,0,0,0,1
0,0,1,0,0,0,0,0,64,38,34,29,35,34,23,24,21,18,26,21,0,0,0,0
0,1,0,1,0,1,0,0,30,44,38,63,31,38,28,29,25,25,19,24,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,35,45,38,20,23,24,29,24,24,1,0,0,0
1,0,0,1,2,0,1,0,46,45,38,44,52,38,34,24,24,25,20,24,0,0,0,0
1,0,0,0,1,0,1,0,36,38,38,38,32,38,18,40,24,29,15,24,0,0,0,0
1,0,0,1,1,0,0,0,31,38,38,57,58,38,31,35,24,33,33,24,0,0,0,0
0,0,1,0,1,1,1,1,53,42,38,NA,NA,NA,28,24,24,30,25,24,0,0,0,1
1,0,0,2,6,0,4,0,47,37,38,43,59,38,33,28,24,21,36,24,0,0,0,0
1,0,0,0,2,1,2,1,NA,NA,NA,63,56,38,24,26,24,31,39,24,0,1,0,0
0,1,0,2,1,3,0,2,NA,NA,NA,51,47,38,20,36,24,21,27,24,1,0,0,0
1,0,0,0,2,1,2,1,80,23,38,43,51,38,49,12,23,20,33,23,0,0,0,0
1,0,0,3,2,1,0,0,43,54,34,40,50,34,19,47,23,34,36,23,0,0,0,0
1,0,0,3,3,2,1,1,59,17,30,28,35,30,44,36,26,25,41,26,0,0,0,0
0,0,1,2,2,2,1,1,28,59,30,30,35,30,26,31,21,33,18,21,0,0,0,0
0,1,0,1,1,2,1,1,39,61,38,45,52,38,12,34,25,28,33,25,0,0,0,0
0,0,1,1,1,1,1,0,71,27,38,NA,NA,NA,55,21,25,24,43,25,0,0,0,1
0,1,0,1,1,2,0,2,33,48,38,68,41,38,27,35,25,47,28,25,0,0,0,0
1,0,0,1,2,1,1,1,38,53,38,NA,NA,NA,23,34,25,26,43,25,0,0,0,1
1,0,0,2,5,0,3,0,102,37,38,43,59,38,51,25,25,31,37,25,0,0,0,0
0,0,1,0,0,0,0,0,41,60,38,43,59,38,22,36,25,24,34,25,0,0,0,0
1,0,0,1,2,1,1,1,54,54,38,64,43,38,28,33,25,43,24,25,0,0,0,0
0,0,1,0,1,1,1,1,70,62,46,38,66,46,41,41,31,27,60,31,0,0,0,0
1,0,0,1,3,1,2,1,NA,NA,NA,67,66,46,46,42,31,65,32,31,0,1,0,0
1,0,0,5,4,3,1,1,55,40,46,58,74,46,32,39,31,33,42,31,0,0,0,0
1,0,0,4,3,2,0,1,84,52,46,63,65,46,61,31,31,23,28,31,0,0,0,0
0,0,1,0,0,0,0,0,58,65,46,NA,NA,NA,41,53,31,38,44,31,0,0,1,0
0,1,0,0,0,1,0,1,60,54,46,70,56,46,50,31,31,35,46,31,0,0,0,0
0,1,0,0,0,1,0,1,62,50,46,59,67,46,49,21,31,33,40,31,0,0,0,0
0,0,1,0,0,0,0,0,46,74,46,NA,NA,NA,28,48,31,44,55,31,0,0,1,0
1,0,0,2,4,1,2,1,67,64,46,59,60,46,47,46,31,40,48,31,0,0,0,0
0,1,0,3,0,3,0,0,74,64,46,NA,NA,NA,63,37,31,59,36,31,0,0,1,0
1,0,0,3,5,0,2,0,NA,NA,NA,NA,NA,NA,38,40,31,32,41,31,0,1,0,1
1,0,0,2,2,0,0,0,NA,NA,NA,54,80,46,39,48,30,32,53,31,1,0,0,0
0,0,1,2,1,1,0,0,57,54,46,49,49,46,39,33,29,32,32,30,0,0,0,0
1,0,0,2,3,2,3,0,53,61,46,70,67,46,36,51,31,56,26,30,0,0,0,0
1,0,0,1,2,1,1,1,NA,NA,NA,64,77,46,30,32,31,32,37,30,0,1,0,0
1,0,0,1,3,0,2,0,85,45,46,50,59,46,38,48,30,41,41,30,0,0,0,0
1,0,0,0,3,0,3,0,63,65,46,72,58,46,63,31,31,38,40,31,0,0,0,0
1,0,0,1,3,0,2,0,59,73,46,NA,NA,NA,38,45,31,38,34,30,0,0,1,0
1,0,0,2,2,0,0,0,72,46,46,NA,NA,NA,44,28,29,43,44,29,0,0,0,1
1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,50,40,28,44,43,31,0,1,0,1
0,0,1,3,2,2,0,1,48,46,46,74,77,46,41,33,29,30,41,30,0,0,0,0
0,1,0,2,1,2,0,1,63,59,46,48,54,46,56,32,30,32,55,31,0,0,0,0
0,0,1,3,2,2,1,0,NA,NA,NA,60,79,46,23,45,31,44,47,31,1,0,0,0
1,0,0,0,3,0,3,0,77,26,38,43,71,38,47,22,23,22,36,23,0,0,0,0
0,1,0,0,0,1,0,1,100,33,38,39,46,38,67,13,23,25,27,23,0,0,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,51,53,38,17,36,23,41,20,23,0,1,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,49,54,38,20,36,23,23,24,23,0,1,0,0
0,0,1,0,0,0,0,0,46,40,42,51,50,42,30,37,25,44,24,25,0,0,0,0
1,0,0,3,2,1,0,0,NA,NA,NA,52,50,42,35,23,25,36,19,25,1,0,0,0
1,0,0,1,3,0,2,0,46,57,42,NA,NA,NA,30,37,25,27,32,24,0,0,1,0
0,1,0,1,1,2,1,1,NA,NA,NA,NA,NA,NA,24,28,25,27,23,25,0,1,0,1
0,0,1,3,2,2,0,1,47,47,34,60,41,34,30,27,21,34,27,21,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,46,59,34,19,24,21,24,32,21,0,1,0,0
0,0,1,0,1,1,1,1,43,61,34,72,70,34,23,30,21,33,34,21,0,0,0,0
1,0,0,2,3,1,1,1,52,54,34,40,57,34,27,30,21,39,41,21,0,0,0,0
0,1,0,4,0,6,0,2,NA,NA,NA,94,23,34,23,35,21,53,9,21,0,1,0,0
0,0,1,2,1,1,0,0,63,43,34,42,66,34,31,23,21,35,43,21,0,0,0,0
0,0,1,0,0,0,0,0,47,34,34,30,43,34,30,17,21,32,32,21,0,0,0,0
1,0,0,2,2,1,1,0,38,41,34,44,49,34,26,34,21,22,40,21,0,0,0,0
1,0,0,0,2,1,2,1,42,58,38,46,26,38,26,27,25,20,21,25,0,0,0,0
1,0,0,1,4,1,3,1,NA,NA,NA,NA,NA,NA,35,37,25,24,34,25,0,1,0,1
1,0,0,3,3,1,1,0,84,23,38,46,53,38,43,22,25,26,37,25,0,0,0,0
0,0,1,1,1,1,1,0,47,45,38,49,43,38,25,33,25,30,30,25,0,0,0,0
0,0,1,1,2,2,2,1,56,44,38,43,43,38,37,13,24,31,26,24,0,0,0,0
1,0,0,4,3,2,1,0,45,64,34,47,49,34,30,36,23,42,28,23,0,0,0,0
0,1,0,1,0,2,0,1,45,69,34,54,50,34,25,41,23,39,33,23,0,0,0,0
0,0,1,2,1,1,0,0,45,59,34,46,65,34,32,49,23,40,44,23,0,0,0,0
0,0,1,2,2,2,0,2,29,55,30,51,38,30,17,38,26,34,42,26,0,0,0,0
1,0,0,3,6,0,3,0,42,44,30,NA,NA,NA,47,33,26,38,53,26,0,0,0,1
1,0,0,0,1,0,1,0,48,31,30,NA,NA,NA,36,29,26,31,45,26,0,0,0,1
0,1,0,4,1,3,0,0,28,46,30,36,41,30,31,42,26,38,29,26,0,0,0,0
0,1,0,3,1,3,1,0,NA,NA,NA,58,18,30,18,22,21,48,9,21,0,1,0,0
0,1,0,1,0,1,0,0,41,41,30,NA,NA,NA,16,35,21,18,42,21,0,0,0,1
1,0,0,3,3,1,0,1,39,37,30,43,33,30,34,13,21,25,29,21,0,0,0,0
0,0,1,4,2,2,0,0,61,39,38,NA,NA,NA,31,35,25,22,40,25,0,0,0,1
0,1,0,1,0,2,0,1,54,46,38,101,50,38,38,17,25,36,29,25,0,0,0,0
0,0,1,3,2,2,0,1,55,51,38,40,51,38,39,34,25,36,28,25,0,0,0,0
1,0,0,1,1,0,0,0,66,39,38,46,80,38,20,31,23,24,40,23,0,0,0,0
0,1,0,2,0,2,0,0,30,50,38,104,38,38,21,42,23,72,22,23,0,0,0,0
1,0,0,5,4,3,1,1,62,55,38,69,52,38,24,31,23,39,26,23,0,0,0,0
1,0,0,1,1,0,0,0,60,44,38,NA,NA,NA,37,22,23,25,32,23,0,0,0,1
1,0,0,3,4,0,1,0,57,57,42,49,53,42,24,26,24,41,33,25,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,60,47,42,19,26,25,32,43,25,0,1,0,0
1,0,0,2,2,1,1,0,41,48,42,53,53,42,25,33,25,22,34,25,0,0,0,0
0,0,1,2,1,1,0,0,42,41,42,NA,NA,NA,37,33,25,31,43,25,0,0,0,1
1,0,0,2,3,0,1,0,46,49,42,52,59,42,34,34,25,27,43,25,0,0,0,0
1,0,0,3,4,1,2,0,63,51,42,39,56,42,35,18,25,25,28,25,0,0,0,0
1,0,0,2,2,0,0,0,46,49,42,NA,NA,NA,20,30,25,40,18,25,0,0,1,0
0,0,1,2,1,1,0,0,51,75,34,59,43,34,14,30,21,28,17,21,0,0,0,0
1,0,0,1,2,1,1,1,63,50,34,40,48,34,46,23,21,26,40,21,0,0,0,0
0,1,0,4,1,3,0,0,45,44,34,NA,NA,NA,32,26,21,25,31,21,0,0,1,0
1,0,0,2,2,0,0,0,46,51,34,55,39,34,27,34,21,30,19,21,0,0,0,0
1,0,0,1,3,1,2,1,48,47,34,NA,NA,NA,25,33,21,30,22,21,0,0,0,1
0,1,0,1,0,2,0,1,34,42,38,45,53,38,30,36,25,31,24,24,0,0,0,0
1,0,0,1,1,0,0,0,56,44,38,40,43,38,49,19,25,20,25,25,0,0,0,0
0,0,1,0,0,0,0,0,44,52,38,NA,NA,NA,30,42,25,19,36,25,0,0,0,1
0,0,1,4,2,2,0,0,56,34,38,53,40,38,27,19,25,46,25,25,0,0,0,0
1,0,0,2,3,0,1,0,NA,NA,NA,34,54,38,22,27,23,18,27,23,0,1,0,0
0,0,1,2,1,1,0,0,65,44,38,58,48,38,35,23,23,26,24,23,0,0,0,0
1,0,0,1,2,1,1,1,54,54,38,NA,NA,NA,38,26,23,37,37,23,0,0,0,1
1,0,0,1,2,0,1,0,57,49,38,NA,NA,NA,33,30,23,23,45,23,0,0,0,1
0,0,1,0,1,1,1,1,62,68,38,72,25,38,26,42,23,36,17,23,0,0,0,0
1,0,0,3,3,2,0,2,76,40,34,NA,NA,NA,38,23,23,30,39,23,0,0,0,1
1,0,0,3,3,1,1,0,72,51,34,57,53,34,35,26,23,28,35,23,0,0,0,0
1,0,0,2,3,0,1,0,60,45,34,NA,NA,NA,62,19,23,14,54,23,0,0,0,1
0,1,0,2,1,2,0,1,72,37,34,65,49,34,39,34,23,42,32,23,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,69,28,34,31,33,23,51,22,23,0,1,0,0
0,1,0,1,0,1,0,0,42,39,30,61,31,30,33,24,26,45,27,26,0,0,0,0
1,0,0,2,2,1,1,0,39,37,30,54,28,30,45,26,26,61,25,26,0,0,0,0
1,0,0,1,2,1,1,1,34,51,30,36,53,30,28,34,26,28,57,26,0,0,0,0
1,0,0,0,1,0,1,0,28,42,30,21,35,30,14,34,21,28,27,21,0,0,0,0
0,1,0,2,1,2,0,1,42,26,30,25,35,30,23,31,21,12,27,21,0,0,0,0
0,1,0,1,1,2,1,1,40,44,30,19,33,30,28,30,21,20,21,21,0,0,0,0
1,0,0,2,2,0,0,0,54,20,30,23,37,30,40,17,21,17,35,21,0,0,0,0
1,0,0,2,2,1,0,1,35,43,38,32,56,38,17,43,23,14,35,23,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,30,25,21,22,15,21,1,0,0,1
1,0,0,3,2,1,0,0,49,54,38,NA,NA,NA,29,35,24,25,20,24,0,0,1,0
0,1,0,3,1,2,0,0,34,53,38,62,39,38,30,43,23,37,30,23,0,0,0,0
1,0,0,2,2,0,0,0,77,39,38,43,72,38,42,30,23,29,33,23,0,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,57,25,30,16,35,21,50,10,21,0,1,0,0
0,1,0,2,1,2,1,0,70,62,46,NA,NA,NA,42,42,32,62,36,32,0,0,1,0
1,0,0,2,4,0,2,0,NA,NA,NA,38,66,46,49,43,32,28,61,32,0,1,0,0
1,0,0,1,2,0,1,0,55,40,46,59,67,46,36,42,32,34,40,32,0,0,0,0
1,0,0,0,2,0,2,0,84,52,46,41,61,46,64,33,32,34,41,32,0,0,0,0
1,0,0,2,3,0,1,0,58,65,46,70,56,46,41,53,32,36,46,32,0,0,0,0
1,0,0,5,4,2,1,0,60,54,46,58,74,46,50,32,32,36,46,32,0,0,0,0
1,0,0,0,1,0,1,0,62,50,46,59,60,46,49,22,32,41,52,32,0,0,0,0
0,1,0,4,1,3,0,0,46,74,46,63,65,46,28,48,32,25,31,32,0,0,0,0
1,0,0,2,3,0,1,0,74,64,46,NA,NA,NA,63,40,32,32,46,32,0,0,0,1
0,1,0,0,0,1,0,1,61,48,46,NA,NA,NA,28,45,32,38,44,32,0,0,1,0
1,0,0,0,3,0,3,0,NA,NA,NA,NA,NA,NA,43,40,32,44,55,32,0,1,1,0
0,1,0,2,1,3,0,2,NA,NA,NA,70,67,46,38,37,31,58,29,31,1,0,0,0
1,0,0,0,1,0,1,0,72,46,46,49,49,46,46,28,30,33,33,31,0,0,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,48,46,46,51,40,29,43,35,30,0,1,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,43,46,30,41,48,31,0,1,1,0
1,0,0,1,2,1,2,0,63,59,46,57,54,46,57,34,31,40,34,30,0,0,0,0
0,0,1,0,1,1,1,1,48,62,38,41,50,38,29,26,23,35,28,23,0,0,0,0
1,0,0,0,2,1,2,1,67,64,46,67,66,46,51,47,32,66,35,32,0,0,0,0
1,0,0,0,1,0,1,0,41,51,38,NA,NA,NA,31,36,24,18,38,24,0,0,0,1
1,0,0,2,4,1,2,1,94,23,34,NA,NA,NA,59,9,22,20,25,22,0,0,0,1
0,0,1,5,3,3,1,0,30,43,34,46,51,34,32,32,22,29,34,22,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,27,16,22,31,26,22,0,1,1,0
1,0,0,2,2,1,1,0,55,39,34,64,38,34,30,21,22,23,24,22,0,0,0,0
0,1,0,4,2,3,1,0,53,40,38,NA,NA,NA,48,27,26,39,38,26,0,0,0,1
1,0,0,4,3,2,1,0,NA,NA,NA,NA,NA,NA,31,26,25,26,27,25,0,1,0,1
1,0,0,1,2,1,2,0,43,59,38,49,54,38,21,42,25,31,36,25,0,0,0,0
0,0,1,0,0,0,0,0,31,38,38,NA,NA,NA,32,35,25,21,39,25,0,0,1,0
0,1,0,1,0,2,0,1,57,58,38,53,42,38,33,34,25,29,25,25,0,0,0,0
1,0,0,0,1,0,1,0,44,52,38,36,38,38,25,22,25,19,40,25,0,0,0,0
1,0,0,2,2,1,0,1,43,43,38,NA,NA,NA,33,28,25,21,24,25,0,0,1,0
1,0,0,0,1,0,1,0,51,47,38,56,44,38,24,28,25,39,15,25,0,0,0,0
0,0,1,2,1,1,0,0,63,56,38,47,37,38,32,41,25,39,28,25,0,0,0,0
1,0,0,1,2,1,1,1,NA,NA,NA,45,69,34,14,57,24,25,43,24,0,1,0,0
1,0,0,1,1,0,0,0,59,17,30,29,55,30,47,38,27,19,40,27,0,0,0,0
1,0,0,0,1,0,1,0,30,35,30,40,44,30,35,20,22,29,32,22,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,54,54,38,25,44,26,30,34,26,0,1,0,0
1,0,0,2,2,0,0,0,64,43,38,41,60,38,44,26,26,22,36,26,0,0,0,0
1,0,0,0,1,0,1,0,43,59,38,39,61,38,31,42,26,13,36,26,0,0,0,0
1,0,0,1,1,0,0,0,45,52,38,38,53,38,30,34,26,25,35,26,0,0,0,0
1,0,0,0,1,0,1,0,43,59,38,54,46,38,24,34,26,38,19,26,0,0,0,0
0,1,0,3,1,3,0,1,40,51,38,33,48,38,38,30,26,28,37,26,0,0,0,0
1,0,0,0,1,0,1,0,58,74,46,NA,NA,NA,38,50,33,53,43,33,0,0,0,1
0,1,0,3,1,3,0,1,38,66,46,61,48,46,28,65,33,28,46,33,0,0,0,0
1,0,0,1,1,0,0,0,59,60,46,55,40,46,41,53,33,38,42,33,0,0,0,0
0,0,1,0,0,0,0,0,67,66,46,70,62,46,67,37,33,43,44,33,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,39,44,33,46,40,33,1,0,0,1
1,0,0,2,3,0,1,0,41,61,46,58,65,46,34,43,33,44,53,33,0,0,0,0
1,0,0,0,2,0,2,0,NA,NA,NA,84,52,46,44,58,33,66,33,33,1,0,0,0
0,1,0,2,2,3,2,1,59,67,46,74,64,46,34,42,33,66,40,33,0,0,0,0
0,1,0,3,0,3,0,0,70,56,46,67,64,46,36,49,33,53,48,33,0,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,46,74,46,32,49,33,29,51,33,0,1,0,0
1,0,0,2,2,0,0,0,63,65,46,62,50,46,28,32,33,50,22,33,0,0,0,0
1,0,0,0,1,0,1,0,70,67,46,NA,NA,NA,61,30,32,52,42,30,0,0,0,1
1,0,0,1,3,0,2,0,NA,NA,NA,NA,NA,NA,44,44,32,32,33,32,0,1,0,1
1,0,0,1,2,1,2,0,74,77,46,63,65,46,32,43,31,66,31,32,0,0,0,0
0,0,1,2,1,1,0,0,48,54,46,48,46,46,34,56,32,45,36,31,0,0,0,0
0,0,1,0,0,0,0,0,54,80,46,63,59,46,32,55,32,59,35,32,0,0,0,0
